Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1689804	0.678	0
2	243199373	1789368	0.736	0
3	198022430	1471080	0.743	0
4	191154276	1372303	0.718	0
5	180915260	1309867	0.724	0
6	171115067	1265387	0.739	0
7	159138663	1108841	0.697	0
8	146364022	1074425	0.734	0
9	141213431	836438	0.592	-1
10	135534747	988916	0.73	0
11	135006516	986983	0.731	0
12	133851895	970441	0.725	0
13	115169878	709901	0.616	-1
14	107349540	655899	0.611	-1
15	102531392	610100	0.595	-1
16	90354753	597140	0.661	0
17	81195210	600064	0.739	0
18	78077248	565056	0.724	0
19	59128983	422643	0.715	0
20	63025520	488574	0.775	1
21	48129895	266476	0.554	-1
22	51304566	274867	0.536	-1
Odchylenie standardowe dla osobnika: 0.06748
