Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1510190	0.606	0
2	243199373	1391610	0.572	0
3	198022430	1090124	0.551	0
4	191154276	936631	0.49	-1
5	180915260	992930	0.549	0
6	171115067	1011155	0.591	0
7	159138663	968037	0.608	0
8	146364022	853014	0.583	0
9	141213431	768305	0.544	0
10	135534747	920413	0.679	0
11	135006516	831975	0.616	0
12	133851895	822880	0.615	0
13	115169878	497296	0.432	-1
14	107349540	551140	0.513	0
15	102531392	560008	0.546	0
16	90354753	650887	0.72	0
17	81195210	671956	0.828	1
18	78077248	446698	0.572	0
19	59128983	565342	0.956	1
20	63025520	466629	0.74	1
21	48129895	238464	0.495	-1
22	51304566	351669	0.685	0
Odchylenie standardowe dla osobnika: 0.11576
