Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	55516	0.022	0
2	243199373	48602	0.02	0
3	198022430	38475	0.019	0
4	191154276	33556	0.018	0
5	180915260	34825	0.019	0
6	171115067	35009	0.02	0
7	159138663	35999	0.023	0
8	146364022	28842	0.02	0
9	141213431	27794	0.02	0
10	135534747	32671	0.024	0
11	135006516	28405	0.021	0
12	133851895	30865	0.023	0
13	115169878	17220	0.015	-1
14	107349540	19940	0.019	0
15	102531392	20323	0.02	0
16	90354753	24818	0.027	0
17	81195210	26818	0.033	1
18	78077248	15030	0.019	0
19	59128983	24526	0.041	1
20	63025520	15839	0.025	0
21	48129895	8102	0.017	0
22	51304566	12774	0.025	0
Odchylenie standardowe dla osobnika: 0.00554
