Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	686854	0.276	0
2	243199373	732077	0.301	0
3	198022430	602020	0.304	0
4	191154276	568568	0.297	0
5	180915260	539421	0.298	0
6	171115067	519960	0.304	0
7	159138663	463682	0.291	0
8	146364022	441052	0.301	0
9	141213431	342245	0.242	-1
10	135534747	406190	0.3	0
11	135006516	404937	0.3	0
12	133851895	403780	0.302	0
13	115169878	295324	0.256	0
14	107349540	272430	0.254	0
15	102531392	245081	0.239	-1
16	90354753	246166	0.272	0
17	81195210	242167	0.298	0
18	78077248	234238	0.3	0
19	59128983	176491	0.298	0
20	63025520	194023	0.308	0
21	48129895	114028	0.237	-1
22	51304566	108563	0.212	-1
Odchylenie standardowe dla osobnika: 0.02761
