Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	91416	0.037	0
2	243199373	79338	0.033	0
3	198022430	63357	0.032	0
4	191154276	55473	0.029	0
5	180915260	55159	0.03	0
6	171115067	56192	0.033	0
7	159138663	60273	0.038	0
8	146364022	45481	0.031	0
9	141213431	46367	0.033	0
10	135534747	53547	0.04	0
11	135006516	45941	0.034	0
12	133851895	52015	0.039	0
13	115169878	27801	0.024	-1
14	107349540	33455	0.031	0
15	102531392	34412	0.034	0
16	90354753	41505	0.046	0
17	81195210	47040	0.058	1
18	78077248	23362	0.03	0
19	59128983	42829	0.072	1
20	63025520	25981	0.041	0
21	48129895	12672	0.026	-1
22	51304566	20759	0.04	0
Odchylenie standardowe dla osobnika: 0.01045
