Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	111877	0.045	0
2	243199373	104632	0.043	0
3	198022430	83507	0.042	0
4	191154276	72316	0.038	0
5	180915260	74247	0.041	0
6	171115067	70564	0.041	0
7	159138663	74705	0.047	0
8	146364022	57467	0.039	0
9	141213431	55499	0.039	0
10	135534747	63071	0.047	0
11	135006516	57374	0.042	0
12	133851895	61708	0.046	0
13	115169878	38604	0.034	-1
14	107349540	41217	0.038	0
15	102531392	40655	0.04	0
16	90354753	44573	0.049	0
17	81195210	48719	0.06	1
18	78077248	31923	0.041	0
19	59128983	39550	0.067	1
20	63025520	29643	0.047	0
21	48129895	16253	0.034	-1
22	51304566	20592	0.04	0
Odchylenie standardowe dla osobnika: 0.00747
