Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	399574	0.16	0
2	243199373	362089	0.149	0
3	198022430	281937	0.142	0
4	191154276	237161	0.124	-1
5	180915260	257217	0.142	0
6	171115067	263490	0.154	0
7	159138663	253320	0.159	0
8	146364022	221533	0.151	0
9	141213431	204106	0.145	0
10	135534747	245139	0.181	0
11	135006516	218615	0.162	0
12	133851895	215794	0.161	0
13	115169878	127793	0.111	-1
14	107349540	145319	0.135	0
15	102531392	148573	0.145	0
16	90354753	175296	0.194	0
17	81195210	183524	0.226	1
18	78077248	115573	0.148	0
19	59128983	157002	0.266	1
20	63025520	125892	0.2	1
21	48129895	63350	0.132	0
22	51304566	98374	0.192	0
Odchylenie standardowe dla osobnika: 0.03454
