Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	509628	0.204	0
2	243199373	458424	0.188	0
3	198022430	366236	0.185	0
4	191154276	320462	0.168	0
5	180915260	326526	0.18	0
6	171115067	331057	0.193	0
7	159138663	334563	0.21	0
8	146364022	274891	0.188	0
9	141213431	257722	0.183	0
10	135534747	309352	0.228	0
11	135006516	266650	0.198	0
12	133851895	286848	0.214	0
13	115169878	163346	0.142	-1
14	107349540	186315	0.174	0
15	102531392	188278	0.184	0
16	90354753	226157	0.25	1
17	81195210	236146	0.291	1
18	78077248	142132	0.182	0
19	59128983	207129	0.35	1
20	63025520	147878	0.235	0
21	48129895	76844	0.16	-1
22	51304566	109033	0.213	0
Odchylenie standardowe dla osobnika: 0.04453
