Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	2090231	0.839	0
2	243199373	1934719	0.796	0
3	198022430	1509760	0.762	0
4	191154276	1291249	0.676	-1
5	180915260	1377539	0.761	0
6	171115067	1414075	0.826	0
7	159138663	1337848	0.841	0
8	146364022	1185368	0.81	0
9	141213431	1084272	0.768	0
10	135534747	1307066	0.964	0
11	135006516	1160685	0.86	0
12	133851895	1142009	0.853	0
13	115169878	687517	0.597	-1
14	107349540	767041	0.715	0
15	102531392	784946	0.766	0
16	90354753	923150	1.022	0
17	81195210	943426	1.162	1
18	78077248	617080	0.79	0
19	59128983	799312	1.352	1
20	63025520	664497	1.054	1
21	48129895	332425	0.691	0
22	51304566	503103	0.981	0
Odchylenie standardowe dla osobnika: 0.1686
