Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1850899	0.743	0
2	243199373	1707898	0.702	0
3	198022430	1343029	0.678	0
4	191154276	1169569	0.612	0
5	180915260	1222223	0.676	0
6	171115067	1246687	0.729	0
7	159138663	1185785	0.745	0
8	146364022	1042825	0.712	0
9	141213431	942107	0.667	0
10	135534747	1153123	0.851	0
11	135006516	1012571	0.75	0
12	133851895	1008130	0.753	0
13	115169878	613812	0.533	-1
14	107349540	670599	0.625	0
15	102531392	681683	0.665	0
16	90354753	798732	0.884	1
17	81195210	803484	0.99	1
18	78077248	541853	0.694	0
19	59128983	680210	1.15	1
20	63025520	560421	0.889	1
21	48129895	285145	0.592	-1
22	51304566	407284	0.794	0
Odchylenie standardowe dla osobnika: 0.1358
