Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1100815	0.442	0
2	243199373	1015049	0.417	0
3	198022430	805148	0.407	0
4	191154276	697257	0.365	0
5	180915260	727230	0.402	0
6	171115067	749008	0.438	0
7	159138663	702714	0.442	0
8	146364022	622266	0.425	0
9	141213431	561324	0.398	0
10	135534747	665643	0.491	0
11	135006516	598680	0.443	0
12	133851895	605589	0.452	0
13	115169878	366380	0.318	-1
14	107349540	398798	0.371	0
15	102531392	403663	0.394	0
16	90354753	465574	0.515	0
17	81195210	471582	0.581	1
18	78077248	321487	0.412	0
19	59128983	404288	0.684	1
20	63025520	334018	0.53	1
21	48129895	169301	0.352	-1
22	51304566	236883	0.462	0
Odchylenie standardowe dla osobnika: 0.07897
