Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	106778	0.043	0
2	243199373	114641	0.047	0
3	198022430	94179	0.048	0
4	191154276	90107	0.047	0
5	180915260	85344	0.047	0
6	171115067	82451	0.048	0
7	159138663	72509	0.046	0
8	146364022	69383	0.047	0
9	141213431	53146	0.038	-1
10	135534747	62610	0.046	0
11	135006516	63430	0.047	0
12	133851895	62640	0.047	0
13	115169878	46627	0.04	0
14	107349540	42036	0.039	-1
15	102531392	37379	0.036	-1
16	90354753	37614	0.042	0
17	81195210	36559	0.045	0
18	78077248	36476	0.047	0
19	59128983	26461	0.045	0
20	63025520	30097	0.048	0
21	48129895	17849	0.037	-1
22	51304566	16325	0.032	-1
Odchylenie standardowe dla osobnika: 0.00456
