Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1628744	0.653	0
2	243199373	1500114	0.617	0
3	198022430	1175542	0.594	0
4	191154276	1018388	0.533	-1
5	180915260	1067479	0.59	0
6	171115067	1090673	0.637	0
7	159138663	1047891	0.658	0
8	146364022	912257	0.623	0
9	141213431	832551	0.59	0
10	135534747	986174	0.728	0
11	135006516	892288	0.661	0
12	133851895	890759	0.665	0
13	115169878	535229	0.465	-1
14	107349540	593788	0.553	0
15	102531392	606433	0.591	0
16	90354753	715622	0.792	1
17	81195210	724320	0.892	1
18	78077248	475036	0.608	0
19	59128983	619994	1.049	1
20	63025520	498475	0.791	1
21	48129895	255430	0.531	-1
22	51304566	373077	0.727	0
Odchylenie standardowe dla osobnika: 0.1273
