Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	227347	0.091	0
2	243199373	196331	0.081	0
3	198022430	156847	0.079	0
4	191154276	138469	0.072	0
5	180915260	142846	0.079	0
6	171115067	141368	0.083	0
7	159138663	145055	0.091	0
8	146364022	117319	0.08	0
9	141213431	111197	0.079	0
10	135534747	128735	0.095	0
11	135006516	114820	0.085	0
12	133851895	123680	0.092	0
13	115169878	70165	0.061	-1
14	107349540	79834	0.074	0
15	102531392	81378	0.079	0
16	90354753	95444	0.106	0
17	81195210	102787	0.127	1
18	78077248	59793	0.077	0
19	59128983	92934	0.157	1
20	63025520	62610	0.099	0
21	48129895	32362	0.067	-1
22	51304566	47590	0.093	0
Odchylenie standardowe dla osobnika: 0.02027
