Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1660611	0.666	0
2	243199373	1523034	0.626	0
3	198022430	1190433	0.601	0
4	191154276	1002613	0.525	-1
5	180915260	1084090	0.599	0
6	171115067	1116919	0.653	0
7	159138663	1054352	0.663	0
8	146364022	939835	0.642	0
9	141213431	859145	0.608	0
10	135534747	1028146	0.759	0
11	135006516	920401	0.682	0
12	133851895	904234	0.676	0
13	115169878	543268	0.472	-1
14	107349540	609245	0.568	0
15	102531392	626900	0.611	0
16	90354753	733202	0.811	0
17	81195210	745043	0.918	1
18	78077248	491938	0.63	0
19	59128983	628069	1.062	1
20	63025520	528417	0.838	1
21	48129895	264757	0.55	0
22	51304566	398545	0.777	0
Odchylenie standardowe dla osobnika: 0.13278
