Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1141771	0.458	0
2	243199373	1040202	0.428	0
3	198022430	816434	0.412	0
4	191154276	704577	0.369	-1
5	180915260	736178	0.407	0
6	171115067	755148	0.441	0
7	159138663	730877	0.459	0
8	146364022	636952	0.435	0
9	141213431	575903	0.408	0
10	135534747	708788	0.523	0
11	135006516	620921	0.46	0
12	133851895	618436	0.462	0
13	115169878	364114	0.316	-1
14	107349540	410848	0.383	0
15	102531392	418532	0.408	0
16	90354753	501840	0.555	1
17	81195210	500154	0.616	1
18	78077248	328036	0.42	0
19	59128983	432226	0.731	1
20	63025520	351962	0.558	1
21	48129895	176220	0.366	-1
22	51304566	258380	0.504	0
Odchylenie standardowe dla osobnika: 0.09051
