Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	1217461	0.488	0
2	243199373	1102936	0.454	0
3	198022430	865749	0.437	0
4	191154276	722041	0.378	-1
5	180915260	788372	0.436	0
6	171115067	813773	0.476	0
7	159138663	776105	0.488	0
8	146364022	678796	0.464	0
9	141213431	631457	0.447	0
10	135534747	741998	0.547	0
11	135006516	671671	0.498	0
12	133851895	666471	0.498	0
13	115169878	390859	0.339	-1
14	107349540	447696	0.417	0
15	102531392	460386	0.449	0
16	90354753	541693	0.6	0
17	81195210	566882	0.698	1
18	78077248	353620	0.453	0
19	59128983	488413	0.826	1
20	63025520	393177	0.624	1
21	48129895	193165	0.401	0
22	51304566	304627	0.594	0
Odchylenie standardowe dla osobnika: 0.10858
