Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Dopasowane: 	Stopien pokrycia [%]: 	Decyzja: 	
1	249250621	719591	0.289	0
2	243199373	763931	0.314	0
3	198022430	627108	0.317	0
4	191154276	587929	0.308	0
5	180915260	562516	0.311	0
6	171115067	541377	0.316	0
7	159138663	485586	0.305	0
8	146364022	463070	0.316	0
9	141213431	359292	0.254	-1
10	135534747	425327	0.314	0
11	135006516	423946	0.314	0
12	133851895	420360	0.314	0
13	115169878	306218	0.266	-1
14	107349540	284525	0.265	-1
15	102531392	256589	0.25	-1
16	90354753	259577	0.287	0
17	81195210	255096	0.314	0
18	78077248	245023	0.314	0
19	59128983	187284	0.317	0
20	63025520	207087	0.329	1
21	48129895	119408	0.248	-1
22	51304566	115881	0.226	-1
Odchylenie standardowe dla osobnika: 0.02877
