1	249250621	683649	0
2	243199373	603636	0
3	198022430	479689	0
4	191154276	433528	0
5	180915260	432762	0
6	171115067	431730	0
7	159138663	456944	0
8	146364022	347530	0
9	141213431	349472	0
10	135534747	409003	0
11	135006516	345014	0
12	133851895	387347	0
13	115169878	208105	0
14	107349540	249289	0
15	102531392	254074	0
16	90354753	308047	0
17	81195210	345345	0
18	78077248	180436	0
19	59128983	312194	0
20	63025520	190895	0
21	48129895	95710	0
22	51304566	151003	0
X	155270560	338789	0
Y	59373566	73522	0
MT	16569	19242	0
GL000207.1	4262	10	0
GL000226.1	15008	5159	0
GL000229.1	19913	160	0
GL000231.1	27386	196	0
GL000210.1	27682	57	0
GL000239.1	33824	272	0
GL000235.1	34474	218	0
GL000201.1	36148	60	0
GL000247.1	36422	183	0
GL000245.1	36651	192	0
GL000197.1	37175	55	0
GL000203.1	37498	62	0
GL000246.1	38154	105	0
GL000249.1	38502	80	0
GL000196.1	38914	120	0
GL000248.1	39786	120	0
GL000244.1	39929	81	0
GL000238.1	39939	68	0
GL000202.1	40103	71	0
GL000234.1	40531	326	0
GL000232.1	40652	269	0
GL000206.1	41001	35	0
GL000240.1	41933	260	0
GL000236.1	41934	174	0
GL000241.1	42152	143	0
GL000243.1	43341	360	0
GL000242.1	43523	231	0
GL000230.1	43691	90	0
GL000237.1	45867	493	0
GL000233.1	45941	158	0
GL000204.1	81310	116	0
GL000198.1	90085	377	0
GL000208.1	92689	582	0
GL000191.1	106433	587	0
GL000227.1	128374	346	0
GL000228.1	129120	7549	0
GL000214.1	137718	1596	0
GL000221.1	155397	759	0
GL000209.1	159169	159	0
GL000218.1	161147	838	0
GL000220.1	161802	16127	0
GL000213.1	164239	220	0
GL000211.1	166566	552	0
GL000199.1	169874	5805	0
GL000217.1	172149	486	0
GL000216.1	172294	7163	0
GL000215.1	172545	238	0
GL000205.1	174588	364	0
GL000219.1	179198	441	0
GL000224.1	179693	1311	0
GL000223.1	180455	878	0
GL000195.1	182896	483	0
GL000212.1	186858	746	0
GL000222.1	186861	912	0
GL000200.1	187035	582	0
GL000193.1	189789	532	0
GL000194.1	191469	810	0
GL000225.1	211173	8733	0
GL000192.1	547496	1283	0
*	0	0	0
