1	249250621	538391	0
2	243199373	571289	0
3	198022430	471788	0
4	191154276	445280	0
5	180915260	422454	0
6	171115067	406446	0
7	159138663	364653	0
8	146364022	344393	0
9	141213431	268207	0
10	135534747	315871	0
11	135006516	315913	0
12	133851895	316716	0
13	115169878	231795	0
14	107349540	213075	0
15	102531392	192856	0
16	90354753	190410	0
17	81195210	190709	0
18	78077248	181693	0
19	59128983	140504	0
20	63025520	151330	0
21	48129895	131237	0
22	51304566	85443	0
X	155270560	173602	0
Y	59373566	16036	0
MT	16569	0	0
*	0	0	0
