1	249250621	19115853	0
2	243199373	20307122	0
3	198022430	16730192	0
4	191154276	15816628	0
5	180915260	15009506	0
6	171115067	14423371	0
7	159138663	12932939	0
8	146364022	12252743	0
9	141213431	9526213	0
10	135534747	11225914	0
11	135006516	11235113	0
12	133851895	11262856	0
13	115169878	8238379	0
14	107349540	7577821	0
15	102531392	6823552	0
16	90354753	6770566	0
17	81195210	6783686	0
18	78077248	6454230	0
19	59128983	4980390	0
20	63025520	5386719	0
21	48129895	4647862	0
22	51304566	3022905	0
X	155270560	6144424	0
Y	59373566	570098	0
MT	16569	0	0
*	0	0	0
