Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1040330	0.417	0
2	243199373	949647	0.39	0
3	198022430	732584	0.37	0
4	191154276	607395	0.318	-1
5	180915260	668757	0.37	0
6	171115067	701263	0.41	0
7	159138663	644029	0.405	0
8	146364022	592688	0.405	0
9	141213431	527936	0.374	0
10	135534747	675284	0.498	0
11	135006516	585536	0.434	0
12	133851895	550277	0.411	0
13	115169878	328991	0.286	-1
14	107349540	375055	0.349	-1
15	102531392	383778	0.374	0
16	90354753	464019	0.514	0
17	81195210	449742	0.554	1
18	78077248	310702	0.398	0
19	59128983	373043	0.631	1
20	63025520	339837	0.539	1
21	48129895	165914	0.345	-1
22	51304566	254412	0.496	0
Odchylenie standardowe dla osobnika: 0.07936
Srednia arytmetyczna: 0.43468
