Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1612420	0.647	0
2	243199373	1524977	0.627	0
3	198022430	1213323	0.613	0
4	191154276	1067823	0.559	-1
5	180915260	1095586	0.606	0
6	171115067	1120064	0.655	0
7	159138663	1057465	0.664	0
8	146364022	942020	0.644	0
9	141213431	833075	0.59	0
10	135534747	1027723	0.758	0
11	135006516	893025	0.661	0
12	133851895	900674	0.673	0
13	115169878	550668	0.478	-1
14	107349540	595689	0.555	-1
15	102531392	595117	0.58	0
16	90354753	695524	0.77	0
17	81195210	680544	0.838	1
18	78077248	481110	0.616	0
19	59128983	573602	0.97	1
20	63025520	486134	0.771	0
21	48129895	251144	0.522	-1
22	51304566	343299	0.669	0
Odchylenie standardowe dla osobnika: 0.10162
Srednia arytmetyczna: 0.67632
