Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	11651295	4.675	0
2	243199373	11925362	4.904	0
3	198022430	9589273	4.843	0
4	191154276	8755410	4.58	0
5	180915260	8588791	4.747	0
6	171115067	8301312	4.851	0
7	159138663	7734610	4.86	0
8	146364022	7178560	4.905	0
9	141213431	5813943	4.117	-1
10	135534747	6886617	5.081	0
11	135006516	6861178	5.082	0
12	133851895	6698669	5.005	0
13	115169878	4611801	4.004	-1
14	107349540	4532137	4.222	-1
15	102531392	4196582	4.093	-1
16	90354753	4550964	5.037	0
17	81195210	4656210	5.735	1
18	78077248	3764341	4.821	0
19	59128983	3759873	6.359	1
20	63025520	3552336	5.636	1
21	48129895	1917792	3.985	-1
22	51304566	2233838	4.354	0
Odchylenie standardowe dla osobnika: 0.54624
Srednia arytmetyczna: 4.89926
