Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	338768	0.136	0
2	243199373	366337	0.151	0
3	198022430	304938	0.154	0
4	191154276	292327	0.153	0
5	180915260	273562	0.151	0
6	171115067	263241	0.154	0
7	159138663	230597	0.145	0
8	146364022	221829	0.152	0
9	141213431	167672	0.119	-1
10	135534747	198537	0.146	0
11	135006516	199515	0.148	0
12	133851895	201048	0.15	0
13	115169878	150824	0.131	0
14	107349540	134897	0.126	0
15	102531392	118943	0.116	-1
16	90354753	113911	0.126	0
17	81195210	112349	0.138	0
18	78077248	117656	0.151	0
19	59128983	76876	0.13	0
20	63025520	92005	0.146	0
21	48129895	55665	0.116	-1
22	51304566	47864	0.093	-1
Odchylenie standardowe dla osobnika: 0.01608
Srednia arytmetyczna: 0.13863
