Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	652996	0.262	0
2	243199373	608194	0.25	0
3	198022430	475552	0.24	0
4	191154276	449251	0.235	0
5	180915260	429481	0.237	0
6	171115067	426985	0.25	0
7	159138663	427150	0.268	0
8	146364022	362155	0.247	0
9	141213431	323803	0.229	0
10	135534747	437426	0.323	1
11	135006516	344827	0.255	0
12	133851895	355708	0.266	0
13	115169878	215192	0.187	-1
14	107349540	231731	0.216	-1
15	102531392	234045	0.228	0
16	90354753	289005	0.32	1
17	81195210	269862	0.332	1
18	78077248	183922	0.236	0
19	59128983	239376	0.405	1
20	63025520	179520	0.285	0
21	48129895	98730	0.205	-1
22	51304566	126263	0.246	0
Odchylenie standardowe dla osobnika: 0.04549
Srednia arytmetyczna: 0.26811
