Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	245181	0.098	0
2	243199373	207842	0.085	0
3	198022430	164747	0.083	0
4	191154276	139024	0.073	-1
5	180915260	151457	0.084	0
6	171115067	148599	0.087	0
7	159138663	149265	0.094	0
8	146364022	123521	0.084	0
9	141213431	117024	0.083	0
10	135534747	134264	0.099	0
11	135006516	121457	0.09	0
12	133851895	127574	0.095	0
13	115169878	75535	0.066	-1
14	107349540	83773	0.078	0
15	102531392	86556	0.084	0
16	90354753	99456	0.11	0
17	81195210	106239	0.131	1
18	78077248	66058	0.085	0
19	59128983	89785	0.152	1
20	63025520	67980	0.108	0
21	48129895	34076	0.071	-1
22	51304566	50501	0.098	0
Odchylenie standardowe dla osobnika: 0.01861
Srednia arytmetyczna: 0.09558
