Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	408266	0.164	0
2	243199373	373078	0.153	0
3	198022430	293926	0.148	0
4	191154276	252810	0.132	-1
5	180915260	265047	0.147	0
6	171115067	264041	0.154	0
7	159138663	265866	0.167	0
8	146364022	220640	0.151	0
9	141213431	206081	0.146	0
10	135534747	237024	0.175	0
11	135006516	216747	0.161	0
12	133851895	224595	0.168	0
13	115169878	133632	0.116	-1
14	107349540	148964	0.139	0
15	102531392	150895	0.147	0
16	90354753	174672	0.193	0
17	81195210	184790	0.228	1
18	78077248	115258	0.148	0
19	59128983	160698	0.272	1
20	63025520	119801	0.19	0
21	48129895	61391	0.128	-1
22	51304566	88629	0.173	0
Odchylenie standardowe dla osobnika: 0.03266
Srednia arytmetyczna: 0.16884
