Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	6011072	2.412	0
2	243199373	6462433	2.657	0
3	198022430	5310425	2.682	0
4	191154276	4984263	2.607	0
5	180915260	4764181	2.633	0
6	171115067	4580154	2.677	0
7	159138663	4048973	2.544	0
8	146364022	3892783	2.66	0
9	141213431	3007864	2.13	-1
10	135534747	3584155	2.644	0
11	135006516	3554730	2.633	0
12	133851895	3538324	2.643	0
13	115169878	2601072	2.258	0
14	107349540	2391311	2.228	-1
15	102531392	2160075	2.107	-1
16	90354753	2124271	2.351	0
17	81195210	2101995	2.589	0
18	78077248	2068302	2.649	0
19	59128983	1466642	2.48	0
20	63025520	1723425	2.734	1
21	48129895	973164	2.022	-1
22	51304566	928104	1.809	-1
Odchylenie standardowe dla osobnika: 0.24456
Srednia arytmetyczna: 2.48526
