Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	39585	0.016	0
2	243199373	31812	0.013	0
3	198022430	25818	0.013	0
4	191154276	21346	0.011	-1
5	180915260	23573	0.013	0
6	171115067	21755	0.013	0
7	159138663	23095	0.015	0
8	146364022	17918	0.012	0
9	141213431	17369	0.012	0
10	135534747	19651	0.014	0
11	135006516	18329	0.014	0
12	133851895	19771	0.015	0
13	115169878	11747	0.01	-1
14	107349540	12808	0.012	0
15	102531392	12940	0.013	0
16	90354753	14921	0.017	0
17	81195210	16313	0.02	1
18	78077248	9715	0.012	0
19	59128983	13293	0.022	1
20	63025520	9476	0.015	0
21	48129895	5049	0.01	-1
22	51304566	7100	0.014	0
Odchylenie standardowe dla osobnika: 0.0027
Srednia arytmetyczna: 0.01442
