Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	997358	0.4	0
2	243199373	914744	0.376	0
3	198022430	724136	0.366	0
4	191154276	632315	0.331	-1
5	180915260	651776	0.36	0
6	171115067	665404	0.389	0
7	159138663	644236	0.405	0
8	146364022	552821	0.378	0
9	141213431	506011	0.358	0
10	135534747	602937	0.445	0
11	135006516	531653	0.394	0
12	133851895	553099	0.413	0
13	115169878	326072	0.283	-1
14	107349540	365189	0.34	0
15	102531392	369390	0.36	0
16	90354753	427219	0.473	0
17	81195210	445991	0.549	1
18	78077248	285728	0.366	0
19	59128983	389409	0.659	1
20	63025520	297410	0.472	0
21	48129895	150622	0.313	-1
22	51304566	215781	0.421	0
Odchylenie standardowe dla osobnika: 0.07738
Srednia arytmetyczna: 0.41521
