Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1311345	0.526	0
2	243199373	1235370	0.508	0
3	198022430	985936	0.498	0
4	191154276	891215	0.466	0
5	180915260	886791	0.49	0
6	171115067	901532	0.527	0
7	159138663	872769	0.548	0
8	146364022	752767	0.514	0
9	141213431	673622	0.477	0
10	135534747	836523	0.617	0
11	135006516	713210	0.528	0
12	133851895	742634	0.555	0
13	115169878	446626	0.388	-1
14	107349540	486680	0.453	-1
15	102531392	480003	0.468	0
16	90354753	582616	0.645	1
17	81195210	561239	0.691	1
18	78077248	384834	0.493	0
19	59128983	479210	0.81	1
20	63025520	381137	0.605	0
21	48129895	200515	0.417	-1
22	51304566	266861	0.52	0
Odchylenie standardowe dla osobnika: 0.08718
Srednia arytmetyczna: 0.54979
