Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	65405	0.026	0
2	243199373	59045	0.024	0
3	198022430	46777	0.024	0
4	191154276	40760	0.021	0
5	180915260	42171	0.023	0
6	171115067	41159	0.024	0
7	159138663	43358	0.027	0
8	146364022	33351	0.023	0
9	141213431	32664	0.023	0
10	135534747	36486	0.027	0
11	135006516	33061	0.024	0
12	133851895	36663	0.027	0
13	115169878	21698	0.019	-1
14	107349540	23895	0.022	0
15	102531392	24301	0.024	0
16	90354753	27370	0.03	0
17	81195210	30924	0.038	1
18	78077248	17835	0.023	0
19	59128983	26362	0.045	1
20	63025520	17607	0.028	0
21	48129895	9484	0.02	-1
22	51304566	13171	0.026	0
Odchylenie standardowe dla osobnika: 0.00566
Srednia arytmetyczna: 0.02663
