Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	282113	0.113	0
2	243199373	282571	0.116	0
3	198022430	222878	0.113	0
4	191154276	204044	0.107	0
5	180915260	200017	0.111	0
6	171115067	195411	0.114	0
7	159138663	186042	0.117	0
8	146364022	169856	0.116	0
9	141213431	140158	0.099	-1
10	135534747	166116	0.123	0
11	135006516	166144	0.123	0
12	133851895	159750	0.119	0
13	115169878	107278	0.093	-1
14	107349540	108929	0.101	-1
15	102531392	99208	0.097	-1
16	90354753	115320	0.128	0
17	81195210	118987	0.147	1
18	78077248	89757	0.115	0
19	59128983	100927	0.171	1
20	63025520	88356	0.14	1
21	48129895	49149	0.102	-1
22	51304566	58524	0.114	0
Odchylenie standardowe dla osobnika: 0.01717
Srednia arytmetyczna: 0.11942
