Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	785092	0.315	0
2	243199373	709229	0.292	0
3	198022430	551062	0.278	0
4	191154276	475325	0.249	-1
5	180915260	501479	0.277	0
6	171115067	515449	0.301	0
7	159138663	494605	0.311	0
8	146364022	431956	0.295	0
9	141213431	393458	0.279	0
10	135534747	522713	0.386	0
11	135006516	425673	0.315	0
12	133851895	418065	0.312	0
13	115169878	245130	0.213	-1
14	107349540	279514	0.26	-1
15	102531392	285833	0.279	0
16	90354753	359008	0.397	1
17	81195210	342317	0.422	1
18	78077248	225530	0.289	0
19	59128983	293764	0.497	1
20	63025520	240949	0.382	0
21	48129895	120154	0.25	-1
22	51304566	179021	0.349	0
Odchylenie standardowe dla osobnika: 0.06223
Srednia arytmetyczna: 0.32611
