Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1052650	0.422	0
2	243199373	958766	0.394	0
3	198022430	756319	0.382	0
4	191154276	653003	0.342	-1
5	180915260	683252	0.378	0
6	171115067	698315	0.408	0
7	159138663	673471	0.423	0
8	146364022	588877	0.402	0
9	141213431	534178	0.378	0
10	135534747	655526	0.484	0
11	135006516	567618	0.42	0
12	133851895	578189	0.432	0
13	115169878	339917	0.295	-1
14	107349540	381948	0.356	-1
15	102531392	385542	0.376	0
16	90354753	456142	0.505	0
17	81195210	461400	0.568	1
18	78077248	303306	0.388	0
19	59128983	394285	0.667	1
20	63025520	322152	0.511	0
21	48129895	160481	0.333	-1
22	51304566	230856	0.45	0
Odchylenie standardowe dla osobnika: 0.0783
Srednia arytmetyczna: 0.43674
