Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	205692	0.083	0
2	243199373	184818	0.076	0
3	198022430	147458	0.074	0
4	191154276	128365	0.067	-1
5	180915260	133167	0.074	0
6	171115067	133015	0.078	0
7	159138663	134796	0.085	0
8	146364022	109867	0.075	0
9	141213431	104234	0.074	0
10	135534747	120496	0.089	0
11	135006516	106874	0.079	0
12	133851895	115567	0.086	0
13	115169878	66526	0.058	-1
14	107349540	74896	0.07	0
15	102531392	76411	0.075	0
16	90354753	89829	0.099	0
17	81195210	95125	0.117	1
18	78077248	57267	0.073	0
19	59128983	83271	0.141	1
20	63025520	59133	0.094	0
21	48129895	30705	0.064	-1
22	51304566	44496	0.087	0
Odchylenie standardowe dla osobnika: 0.01738
Srednia arytmetyczna: 0.08542
