Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2228046	0.894	0
2	243199373	2067556	0.85	0
3	198022430	1612614	0.814	0
4	191154276	1387440	0.726	-1
5	180915260	1469646	0.812	0
6	171115067	1511275	0.883	0
7	159138663	1423823	0.895	0
8	146364022	1268807	0.867	0
9	141213431	1151667	0.816	0
10	135534747	1399035	1.032	0
11	135006516	1235486	0.915	0
12	133851895	1215976	0.908	0
13	115169878	740691	0.643	-1
14	107349540	821635	0.765	-1
15	102531392	834868	0.814	0
16	90354753	983821	1.089	0
17	81195210	996563	1.227	1
18	78077248	662790	0.849	0
19	59128983	843987	1.427	1
20	63025520	700917	1.112	1
21	48129895	354929	0.737	-1
22	51304566	526651	1.027	0
Odchylenie standardowe dla osobnika: 0.1701
Srednia arytmetyczna: 0.94068
