Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2199799	0.883	0
2	243199373	2053178	0.844	0
3	198022430	1603807	0.81	0
4	191154276	1391533	0.728	-1
5	180915260	1466990	0.811	0
6	171115067	1500697	0.877	0
7	159138663	1410593	0.886	0
8	146364022	1265136	0.864	0
9	141213431	1129667	0.8	0
10	135534747	1363971	1.006	0
11	135006516	1226378	0.908	0
12	133851895	1193413	0.892	0
13	115169878	738337	0.641	-1
14	107349540	810695	0.755	-1
15	102531392	813129	0.793	0
16	90354753	950089	1.052	0
17	81195210	954494	1.176	1
18	78077248	660648	0.846	0
19	59128983	797059	1.348	1
20	63025520	687000	1.09	1
21	48129895	353873	0.735	-1
22	51304566	509970	0.994	0
Odchylenie standardowe dla osobnika: 0.15229
Srednia arytmetyczna: 0.92195
