Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	178871	0.072	0
2	243199373	164298	0.068	0
3	198022430	128444	0.065	0
4	191154276	111046	0.058	-1
5	180915260	117103	0.065	0
6	171115067	118639	0.069	0
7	159138663	113888	0.072	0
8	146364022	99660	0.068	0
9	141213431	90722	0.064	0
10	135534747	106801	0.079	0
11	135006516	97181	0.072	0
12	133851895	98230	0.073	0
13	115169878	58348	0.051	-1
14	107349540	65330	0.061	-1
15	102531392	65780	0.064	0
16	90354753	77914	0.086	0
17	81195210	77835	0.096	1
18	78077248	51956	0.067	0
19	59128983	66123	0.112	1
20	63025520	54445	0.086	0
21	48129895	41682	0.087	0
22	51304566	40866	0.08	0
Odchylenie standardowe dla osobnika: 0.01292
Srednia arytmetyczna: 0.07421
