Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	67778	0.027	0
2	243199373	74048	0.03	0
3	198022430	61298	0.031	0
4	191154276	60667	0.032	1
5	180915260	54820	0.03	0
6	171115067	53113	0.031	0
7	159138663	46983	0.03	0
8	146364022	44498	0.03	0
9	141213431	33677	0.024	-1
10	135534747	39926	0.029	0
11	135006516	39330	0.029	0
12	133851895	40413	0.03	0
13	115169878	31280	0.027	0
14	107349540	27102	0.025	0
15	102531392	23623	0.023	-1
16	90354753	22325	0.025	0
17	81195210	22639	0.028	0
18	78077248	23723	0.03	0
19	59128983	16240	0.027	0
20	63025520	17898	0.028	0
21	48129895	12027	0.025	0
22	51304566	9686	0.019	-1
Odchylenie standardowe dla osobnika: 0.00322
Srednia arytmetyczna: 0.02779
