Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	5032967	2.019	0
2	243199373	5111752	2.102	0
3	198022430	4163833	2.103	0
4	191154276	3817963	1.997	0
5	180915260	3720034	2.056	0
6	171115067	3598544	2.103	0
7	159138663	3348745	2.104	0
8	146364022	3081335	2.105	0
9	141213431	2470191	1.749	-1
10	135534747	2946425	2.174	0
11	135006516	2907745	2.154	0
12	133851895	2939417	2.196	0
13	115169878	1981231	1.72	-1
14	107349540	1952870	1.819	-1
15	102531392	1830132	1.785	-1
16	90354753	1930087	2.136	0
17	81195210	1966759	2.422	1
18	78077248	1597419	2.046	0
19	59128983	1588739	2.687	1
20	63025520	1465252	2.325	1
21	48129895	804549	1.672	-1
22	51304566	893564	1.742	-1
Odchylenie standardowe dla osobnika: 0.22545
Srednia arytmetyczna: 2.09358
