Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1572350	0.631	0
2	243199373	1647871	0.678	0
3	198022430	1350572	0.682	0
4	191154276	1269868	0.664	0
5	180915260	1209261	0.668	0
6	171115067	1174252	0.686	0
7	159138663	1059323	0.666	0
8	146364022	990371	0.677	0
9	141213431	778661	0.551	-1
10	135534747	923054	0.681	0
11	135006516	921076	0.682	0
12	133851895	923234	0.69	0
13	115169878	656727	0.57	-1
14	107349540	618444	0.576	-1
15	102531392	560208	0.546	-1
16	90354753	571698	0.633	0
17	81195210	573850	0.707	0
18	78077248	520694	0.667	0
19	59128983	438124	0.741	1
20	63025520	443724	0.704	0
21	48129895	260131	0.54	-1
22	51304566	255271	0.498	-1
Odchylenie standardowe dla osobnika: 0.06176
Srednia arytmetyczna: 0.65058
