Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1298817	0.521	0
2	243199373	1180291	0.485	0
3	198022430	920880	0.465	0
4	191154276	812191	0.425	-1
5	180915260	829127	0.458	0
6	171115067	852286	0.498	0
7	159138663	823440	0.517	0
8	146364022	714809	0.488	0
9	141213431	642681	0.455	0
10	135534747	808096	0.596	0
11	135006516	697334	0.517	0
12	133851895	697093	0.521	0
13	115169878	410612	0.357	-1
14	107349540	462263	0.431	-1
15	102531392	479322	0.467	0
16	90354753	581279	0.643	1
17	81195210	563286	0.694	1
18	78077248	365944	0.469	0
19	59128983	495867	0.839	1
20	63025520	393210	0.624	0
21	48129895	196323	0.408	-1
22	51304566	285978	0.557	0
Odchylenie standardowe dla osobnika: 0.10087
Srednia arytmetyczna: 0.53689
