Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	93311	0.037	0
2	243199373	85088	0.035	0
3	198022430	67190	0.034	0
4	191154276	59731	0.031	0
5	180915260	59618	0.033	0
6	171115067	59495	0.035	0
7	159138663	63355	0.04	0
8	146364022	49149	0.034	0
9	141213431	47502	0.034	0
10	135534747	57427	0.042	0
11	135006516	48801	0.036	0
12	133851895	53643	0.04	0
13	115169878	29973	0.026	-1
14	107349540	34896	0.033	0
15	102531392	35450	0.035	0
16	90354753	43402	0.048	0
17	81195210	47283	0.058	1
18	78077248	25557	0.033	0
19	59128983	41846	0.071	1
20	63025520	27073	0.043	0
21	48129895	13939	0.029	-1
22	51304566	21207	0.041	0
Odchylenie standardowe dla osobnika: 0.0096
Srednia arytmetyczna: 0.04
