Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	6709113	2.692	0
2	243199373	7153157	2.941	0
3	198022430	5918767	2.989	0
4	191154276	5616328	2.938	0
5	180915260	5300873	2.93	0
6	171115067	5096189	2.978	0
7	159138663	4545035	2.856	0
8	146364022	4321520	2.953	0
9	141213431	3331446	2.359	-1
10	135534747	3938217	2.906	0
11	135006516	3938393	2.917	0
12	133851895	3969227	2.965	0
13	115169878	2904545	2.522	0
14	107349540	2661017	2.479	-1
15	102531392	2390045	2.331	-1
16	90354753	2342697	2.593	0
17	81195210	2313372	2.849	0
18	78077248	2281254	2.922	0
19	59128983	1661288	2.81	0
20	63025520	1862003	2.954	0
21	48129895	1091796	2.268	-1
22	51304566	1011143	1.971	-1
Odchylenie standardowe dla osobnika: 0.27669
Srednia arytmetyczna: 2.75847
