Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	576016	0.231	0
2	243199373	620775	0.255	0
3	198022430	513515	0.259	0
4	191154276	484071	0.253	0
5	180915260	459438	0.254	0
6	171115067	441707	0.258	0
7	159138663	385887	0.242	0
8	146364022	374092	0.256	0
9	141213431	287107	0.203	-1
10	135534747	340973	0.252	0
11	135006516	338096	0.25	0
12	133851895	337561	0.252	0
13	115169878	251656	0.219	0
14	107349540	227667	0.212	-1
15	102531392	206142	0.201	-1
16	90354753	199833	0.221	0
17	81195210	196498	0.242	0
18	78077248	199601	0.256	0
19	59128983	133411	0.226	0
20	63025520	162929	0.259	0
21	48129895	92571	0.192	-1
22	51304566	87224	0.17	-1
Odchylenie standardowe dla osobnika: 0.02437
Srednia arytmetyczna: 0.23663
