Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	17463983	7.007	0
2	243199373	17377864	7.146	0
3	198022430	13853171	6.996	0
4	191154276	12101409	6.331	-1
5	180915260	12400863	6.855	0
6	171115067	11890119	6.949	0
7	159138663	11148462	7.006	0
8	146364022	10495842	7.171	0
9	141213431	8621221	6.105	-1
10	135534747	10298381	7.598	0
11	135006516	10318958	7.643	0
12	133851895	9812340	7.331	0
13	115169878	6436524	5.589	-1
14	107349540	6642554	6.188	-1
15	102531392	6320610	6.165	-1
16	90354753	7007299	7.755	0
17	81195210	7129069	8.78	1
18	78077248	5464009	6.998	0
19	59128983	5643099	9.544	1
20	63025520	5542865	8.795	1
21	48129895	2726488	5.665	-1
22	51304566	3521867	6.865	0
Odchylenie standardowe dla osobnika: 0.90528
Srednia arytmetyczna: 7.27526
