Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	413646	0.166	0
2	243199373	362084	0.149	0
3	198022430	287373	0.145	0
4	191154276	251686	0.132	0
5	180915260	254938	0.141	0
6	171115067	257611	0.151	0
7	159138663	270305	0.17	0
8	146364022	211947	0.145	0
9	141213431	205737	0.146	0
10	135534747	244875	0.181	0
11	135006516	209126	0.155	0
12	133851895	231229	0.173	0
13	115169878	126183	0.11	-1
14	107349540	148620	0.138	0
15	102531392	153865	0.15	0
16	90354753	187720	0.208	0
17	81195210	203559	0.251	1
18	78077248	108617	0.139	0
19	59128983	184560	0.312	1
20	63025520	118168	0.187	0
21	48129895	59571	0.124	-1
22	51304566	92709	0.181	0
Odchylenie standardowe dla osobnika: 0.04301
Srednia arytmetyczna: 0.17268
