Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	134536	0.054	0
2	243199373	142924	0.059	0
3	198022430	118502	0.06	0
4	191154276	111386	0.058	0
5	180915260	105410	0.058	0
6	171115067	101690	0.059	0
7	159138663	91068	0.057	0
8	146364022	86040	0.059	0
9	141213431	66509	0.047	-1
10	135534747	78827	0.058	0
11	135006516	78986	0.059	0
12	133851895	79163	0.059	0
13	115169878	57957	0.05	-1
14	107349540	53643	0.05	-1
15	102531392	48133	0.047	-1
16	90354753	47724	0.053	0
17	81195210	47622	0.059	0
18	78077248	45787	0.059	0
19	59128983	34969	0.059	0
20	63025520	38318	0.061	1
21	48129895	33349	0.069	1
22	51304566	21296	0.042	-1
Odchylenie standardowe dla osobnika: 0.00524
Srednia arytmetyczna: 0.05568
