Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	20350	0.008	0
2	243199373	18875	0.008	0
3	198022430	15396	0.008	0
4	191154276	13705	0.007	-1
5	180915260	13922	0.008	0
6	171115067	13588	0.008	0
7	159138663	14454	0.009	0
8	146364022	11566	0.008	0
9	141213431	10426	0.007	-1
10	135534747	12141	0.009	0
11	135006516	11405	0.008	0
12	133851895	12096	0.009	0
13	115169878	7196	0.006	-1
14	107349540	7588	0.007	-1
15	102531392	7472	0.007	-1
16	90354753	9073	0.01	0
17	81195210	9821	0.012	1
18	78077248	5900	0.008	0
19	59128983	7823	0.013	1
20	63025520	6125	0.01	0
21	48129895	3223	0.007	-1
22	51304566	4705	0.009	0
Odchylenie standardowe dla osobnika: 0.00159
Srednia arytmetyczna: 0.00868
