Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	9539085	3.827	0
2	243199373	9986016	4.106	0
3	198022430	8181469	4.132	0
4	191154276	7452435	3.899	0
5	180915260	7308591	4.04	0
6	171115067	7004387	4.093	0
7	159138663	6279910	3.946	0
8	146364022	6058003	4.139	0
9	141213431	4740606	3.357	-1
10	135534747	5635175	4.158	0
11	135006516	5641240	4.178	0
12	133851895	5536651	4.136	0
13	115169878	3908642	3.394	-1
14	107349540	3729645	3.474	-1
15	102531392	3431854	3.347	-1
16	90354753	3489461	3.862	0
17	81195210	3428762	4.223	0
18	78077248	3183319	4.077	0
19	59128983	2484931	4.203	0
20	63025520	2813816	4.465	1
21	48129895	1503749	3.124	-1
22	51304566	1577440	3.075	-1
Odchylenie standardowe dla osobnika: 0.35395
Srednia arytmetyczna: 3.92947
