Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	865322	0.347	0
2	243199373	819287	0.337	0
3	198022430	652628	0.33	0
4	191154276	589456	0.308	0
5	180915260	586376	0.324	0
6	171115067	588586	0.344	0
7	159138663	571892	0.359	0
8	146364022	498605	0.341	0
9	141213431	440454	0.312	0
10	135534747	546658	0.403	0
11	135006516	471100	0.349	0
12	133851895	484620	0.362	0
13	115169878	295315	0.256	-1
14	107349540	318784	0.297	-1
15	102531392	313900	0.306	0
16	90354753	374356	0.414	0
17	81195210	362064	0.446	1
18	78077248	254209	0.326	0
19	59128983	310428	0.525	1
20	63025520	248807	0.395	0
21	48129895	132841	0.276	-1
22	51304566	170394	0.332	0
Odchylenie standardowe dla osobnika: 0.05473
Srednia arytmetyczna: 0.35953
