Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	6037607	2.422	0
2	243199373	6486077	2.667	0
3	198022430	5377314	2.716	0
4	191154276	5134312	2.686	0
5	180915260	4820233	2.664	0
6	171115067	4617773	2.699	0
7	159138663	4110602	2.583	0
8	146364022	3922767	2.68	0
9	141213431	3013996	2.134	-1
10	135534747	3551533	2.62	0
11	135006516	3565783	2.641	0
12	133851895	3585302	2.679	0
13	115169878	2646320	2.298	0
14	107349540	2403829	2.239	0
15	102531392	2136051	2.083	-1
16	90354753	2091736	2.315	0
17	81195210	2061069	2.538	0
18	78077248	2075217	2.658	0
19	59128983	1465718	2.479	0
20	63025520	1672520	2.654	0
21	48129895	984232	2.045	-1
22	51304566	900283	1.755	-1
Odchylenie standardowe dla osobnika: 0.25904
Srednia arytmetyczna: 2.48705
