Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	358777	0.144	0
2	243199373	329894	0.136	0
3	198022430	256299	0.129	0
4	191154276	221894	0.116	-1
5	180915260	232924	0.129	0
6	171115067	238077	0.139	0
7	159138663	227973	0.143	0
8	146364022	200122	0.137	0
9	141213431	180980	0.128	0
10	135534747	214455	0.158	0
11	135006516	194749	0.144	0
12	133851895	193984	0.145	0
13	115169878	116571	0.101	-1
14	107349540	129997	0.121	-1
15	102531392	131135	0.128	0
16	90354753	155500	0.172	0
17	81195210	155720	0.192	1
18	78077248	103956	0.133	0
19	59128983	133146	0.225	1
20	63025520	109137	0.173	0
21	48129895	83833	0.174	0
22	51304566	80834	0.158	0
Odchylenie standardowe dla osobnika: 0.02611
Srednia arytmetyczna: 0.14826
