Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1597230	0.641	0
2	243199373	1442518	0.593	0
3	198022430	1133144	0.572	0
4	191154276	955580	0.5	-1
5	180915260	1027921	0.568	0
6	171115067	1065266	0.623	0
7	159138663	1011730	0.636	0
8	146364022	893724	0.611	0
9	141213431	805811	0.571	0
10	135534747	1001513	0.739	0
11	135006516	869255	0.644	0
12	133851895	869710	0.65	0
13	115169878	508116	0.441	-1
14	107349540	578731	0.539	-1
15	102531392	588005	0.573	0
16	90354753	699467	0.774	0
17	81195210	703883	0.867	1
18	78077248	462215	0.592	0
19	59128983	605202	1.024	1
20	63025520	503585	0.799	1
21	48129895	245221	0.509	-1
22	51304566	368915	0.719	0
Odchylenie standardowe dla osobnika: 0.1253
Srednia arytmetyczna: 0.66542
