Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	300732	0.121	0
2	243199373	311608	0.128	0
3	198022430	255466	0.129	0
4	191154276	235660	0.123	0
5	180915260	228041	0.126	0
6	171115067	221404	0.129	0
7	159138663	199384	0.125	0
8	146364022	188926	0.129	0
9	141213431	148755	0.105	-1
10	135534747	176428	0.13	0
11	135006516	177339	0.131	0
12	133851895	173211	0.129	0
13	115169878	122420	0.106	-1
14	107349540	117228	0.109	-1
15	102531392	107018	0.104	-1
16	90354753	110881	0.123	0
17	81195210	110246	0.136	1
18	78077248	99414	0.127	0
19	59128983	82343	0.139	1
20	63025520	87370	0.139	1
21	48129895	48579	0.101	-1
22	51304566	51399	0.1	-1
Odchylenie standardowe dla osobnika: 0.01118
Srednia arytmetyczna: 0.12395
