Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	210358	0.084	0
2	243199373	222842	0.092	0
3	198022430	185010	0.093	0
4	191154276	176056	0.092	0
5	180915260	165067	0.091	0
6	171115067	159799	0.093	0
7	159138663	142226	0.089	0
8	146364022	135550	0.093	0
9	141213431	103772	0.073	-1
10	135534747	123249	0.091	0
11	135006516	123597	0.092	0
12	133851895	123609	0.092	0
13	115169878	91251	0.079	0
14	107349540	83544	0.078	0
15	102531392	74171	0.072	-1
16	90354753	74357	0.082	0
17	81195210	73008	0.09	0
18	78077248	71807	0.092	0
19	59128983	53256	0.09	0
20	63025520	57834	0.092	0
21	48129895	34995	0.073	-1
22	51304566	31921	0.062	-1
Odchylenie standardowe dla osobnika: 0.00871
Srednia arytmetyczna: 0.08637
