Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	224667	0.09	0
2	243199373	236684	0.097	0
3	198022430	194904	0.098	0
4	191154276	183675	0.096	0
5	180915260	174577	0.096	0
6	171115067	169473	0.099	0
7	159138663	152014	0.096	0
8	146364022	142653	0.097	0
9	141213431	111564	0.079	-1
10	135534747	132028	0.097	0
11	135006516	132209	0.098	0
12	133851895	132052	0.099	0
13	115169878	94986	0.082	-1
14	107349540	88671	0.083	-1
15	102531392	79711	0.078	-1
16	90354753	80329	0.089	0
17	81195210	80121	0.099	0
18	78077248	75282	0.096	0
19	59128983	59831	0.101	0
20	63025520	62964	0.1	0
21	48129895	37531	0.078	-1
22	51304566	35212	0.069	-1
Odchylenie standardowe dla osobnika: 0.00878
Srednia arytmetyczna: 0.09268
