Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1667493	0.669	0
2	243199373	1545230	0.635	0
3	198022430	1206607	0.609	0
4	191154276	1040266	0.544	-1
5	180915260	1100158	0.608	0
6	171115067	1120394	0.655	0
7	159138663	1068943	0.672	0
8	146364022	937898	0.641	0
9	141213431	850718	0.602	0
10	135534747	1009885	0.745	0
11	135006516	913709	0.677	0
12	133851895	910595	0.68	0
13	115169878	552533	0.48	-1
14	107349540	607820	0.566	-1
15	102531392	618488	0.603	0
16	90354753	719599	0.796	0
17	81195210	737257	0.908	1
18	78077248	488394	0.626	0
19	59128983	623075	1.054	1
20	63025520	512434	0.813	0
21	48129895	260823	0.542	-1
22	51304566	379850	0.74	0
Odchylenie standardowe dla osobnika: 0.12232
Srednia arytmetyczna: 0.69563
