Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2866736	1.15	0
2	243199373	2982520	1.226	0
3	198022430	2435076	1.23	0
4	191154276	2203672	1.153	0
5	180915260	2171376	1.2	0
6	171115067	2080685	1.216	0
7	159138663	1870805	1.176	0
8	146364022	1803840	1.232	0
9	141213431	1421670	1.007	-1
10	135534747	1692866	1.249	0
11	135006516	1696877	1.257	0
12	133851895	1653714	1.235	0
13	115169878	1155955	1.004	-1
14	107349540	1117362	1.041	-1
15	102531392	1022797	0.998	-1
16	90354753	1059251	1.172	0
17	81195210	1049227	1.292	1
18	78077248	949448	1.216	0
19	59128983	762886	1.29	1
20	63025520	854024	1.355	1
21	48129895	454239	0.944	-1
22	51304566	488164	0.952	-1
Odchylenie standardowe dla osobnika: 0.10614
Srednia arytmetyczna: 1.18058
