Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	124560	0.05	0
2	243199373	109828	0.045	0
3	198022430	87200	0.044	0
4	191154276	76849	0.04	0
5	180915260	77747	0.043	0
6	171115067	77536	0.045	0
7	159138663	82210	0.052	0
8	146364022	64929	0.044	0
9	141213431	62192	0.044	0
10	135534747	72556	0.054	0
11	135006516	63480	0.047	0
12	133851895	69776	0.052	0
13	115169878	38370	0.033	-1
14	107349540	44839	0.042	0
15	102531392	45686	0.045	0
16	90354753	56206	0.062	0
17	81195210	60139	0.074	1
18	78077248	32939	0.042	0
19	59128983	54262	0.092	1
20	63025520	35241	0.056	0
21	48129895	17914	0.037	-1
22	51304566	27152	0.053	0
Odchylenie standardowe dla osobnika: 0.01235
Srednia arytmetyczna: 0.05179
