Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	10915532	4.379	0
2	243199373	11532617	4.742	0
3	198022430	9478561	4.787	0
4	191154276	8780382	4.593	0
5	180915260	8464303	4.679	0
6	171115067	8114227	4.742	0
7	159138663	7271867	4.57	0
8	146364022	6957161	4.753	0
9	141213431	5438525	3.851	-1
10	135534747	6438723	4.751	0
11	135006516	6451522	4.779	0
12	133851895	6371360	4.76	0
13	115169878	4577566	3.975	-1
14	107349540	4303447	4.009	-1
15	102531392	3901626	3.805	-1
16	90354753	3911604	4.329	0
17	81195210	3907834	4.813	0
18	78077248	3676505	4.709	0
19	59128983	2819193	4.768	0
20	63025520	3161431	5.016	1
21	48129895	1749769	3.636	-1
22	51304566	1780188	3.47	-1
Odchylenie standardowe dla osobnika: 0.4106
Srednia arytmetyczna: 4.50505
