Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	975663	0.391	0
2	243199373	913336	0.376	0
3	198022430	716363	0.362	0
4	191154276	600149	0.314	-1
5	180915260	650326	0.359	0
6	171115067	674989	0.394	0
7	159138663	621546	0.391	0
8	146364022	571219	0.39	0
9	141213431	506740	0.359	0
10	135534747	624662	0.461	0
11	135006516	553502	0.41	0
12	133851895	531208	0.397	0
13	115169878	324290	0.282	-1
14	107349540	357577	0.333	-1
15	102531392	364998	0.356	0
16	90354753	426912	0.472	0
17	81195210	413714	0.51	1
18	78077248	296484	0.38	0
19	59128983	341371	0.577	1
20	63025520	316402	0.502	1
21	48129895	154254	0.32	-1
22	51304566	228930	0.446	0
Odchylenie standardowe dla osobnika: 0.06584
Srednia arytmetyczna: 0.41053
